miRNA	value
hsa-miR-4799-3p	0.289991
hsa-miR-4666a-3p	0.550547
hsa-miR-362-3p	0.476648
hsa-miR-3160-5p	0.1370151
hsa-miR-6831-3p	0.502829
hsa-miR-1185-5p	0.133613
hsa-miR-4719	0.629755
hsa-miR-363-3p	1.070223
hsa-miR-6827-3p	0.0881978
hsa-miR-548aj-3p	0.1183005
hsa-miR-130b-5p	0.30832521
hsa-miR-548t-5p	0.788449
hsa-miR-140-5p	0.985938
hsa-miR-8084	0.259242
hsa-miR-6129	0.8953505
hsa-miR-502-5p	0.573739
hsa-miR-146a-5p	1.0870669
hsa-miR-3156-3p	0.337896
hsa-miR-519c-3p	0.804917
hsa-miR-6810-3p	0.12302503
hsa-miR-1278	0.340846
hsa-miR-4704-3p	0.642748
hsa-miR-95-5p	0.569751
hsa-miR-4775	0.3698253
hsa-miR-590-5p	1.324275
hsa-miR-4732-5p	0.731601
hsa-miR-548at-5p	0.2606462
hsa-miR-1296-5p	0.209902
hsa-miR-526b-3p	0.0683911
hsa-miR-194-3p	0.4943383
hsa-miR-636	0.5818991
hsa-miR-4510	0.402036
hsa-miR-331-3p	0.63298554
hsa-miR-548aj-5p	0.592696
hsa-miR-548j-3p	0.313274
hsa-miR-8061	0.5540578
hsa-miR-654-5p	0.7755392
hsa-miR-1264	0.703799
hsa-miR-6830-3p	-0.38278
hsa-miR-924	0.6552355
hsa-miR-6716-5p	1.53929
hsa-miR-5700	0.4475933
hsa-miR-4511	0.256346
hsa-miR-4671-3p	0.387173
hsa-miR-624-5p	0.1903342
hsa-miR-8066	0.5012465
hsa-miR-5193	0.2286409
hsa-miR-655-5p	0.545749
hsa-miR-873-5p	0.3769709
hsa-miR-223-5p	0.3089772
hsa-miR-29b-3p	0.47637
hsa-miR-548bb-5p	0.677284
hsa-miR-329-3p	0.509363
hsa-miR-6805-5p	0.83544
hsa-miR-339-3p	0.1266588
hsa-miR-126-3p	1.56956
hsa-miR-6835-3p	0.305544
hsa-miR-936	0.18581272
hsa-miR-6717-5p	0.3458555
hsa-miR-122-3p	0.81511
hsa-miR-3620-5p	0.486773
hsa-miR-3938	0.82738
hsa-miR-6797-5p	0.637227
hsa-miR-548f-5p	0.613335
hsa-miR-302b-5p	0.244266
hsa-miR-6809-3p	0.602861
hsa-miR-548f-3p	0.341575
hsa-miR-373-5p	0.511612
hsa-miR-218-5p	0.057785
hsa-miR-4730	1.53909
hsa-miR-4539	-0.069774
hsa-miR-3977	0.777479
hsa-miR-374a-5p	0.807888
hsa-miR-4795-3p	0.2129217
hsa-miR-5192	-0.1374923
hsa-miR-7-2-3p	0.3777859
hsa-miR-6071	-0.286699
hsa-miR-937-3p	0.0035961
hsa-miR-3136-3p	0.3112779
hsa-miR-3529-5p	0.3170927
hsa-miR-130a-5p	0.2668992
hsa-miR-3119	0.2170816
hsa-miR-3927-3p	0.169329
hsa-miR-491-3p	0.755258
hsa-miR-4254	0.317886
hsa-miR-6513-3p	0.3164271
hsa-miR-6503-3p	0.402352
hsa-miR-6758-5p	0.5393016
hsa-miR-492	0.3798729
hsa-miR-8062	0.487635
hsa-miR-548ap-5p	0.679948
hsa-miR-628-5p	0.4487434
hsa-miR-517c-3p	0.0986787
hsa-miR-6803-3p	0.03417973
hsa-miR-6787-3p	0.1680512
hsa-miR-663a	0.332554
hsa-miR-3663-5p	0.800862
hsa-miR-384	0.573318
hsa-miR-493-5p	0.78686
hsa-miR-216a-3p	0.60021
hsa-miR-3129-3p	0.1082827
hsa-miR-4703-3p	-0.041815427
hsa-miR-607	0.26202138
hsa-miR-660-5p	0.4939439
hsa-miR-1910-5p	-0.1714081
hsa-miR-5681a	0.2425771
hsa-miR-3171	0.94655
hsa-miR-6728-3p	0.0778761
hsa-miR-449c-5p	0.1127163
hsa-miR-6739-5p	0.1224389
hsa-miR-577	0.452286
hsa-miR-5580-5p	0.2390989
hsa-miR-6745	0.7562
hsa-miR-6782-3p	0.3243889
hsa-miR-561-5p	0.572624
hsa-miR-17-5p	2.60303
hsa-let-7c-3p	0.366488
hsa-miR-586	0.4236839
hsa-miR-495-5p	0.1064592
hsa-miR-524-3p	-0.065566
hsa-miR-34c-5p	0.261118
hsa-miR-590-3p	0.18024533
hsa-miR-5697	0.45145
hsa-miR-4297	-0.051060583
hsa-miR-6862-3p	0.1868434
hsa-miR-518c-3p	0.2851566
hsa-let-7f-2-3p	0.5580137
hsa-miR-4650-5p	0.379362
hsa-miR-584-5p	0.496952
hsa-miR-4771	0.3410101
hsa-miR-4320	0.588409
hsa-miR-4423-5p	0.082669
hsa-miR-6740-3p	0.1134127
hsa-miR-5696	0.632475
hsa-miR-449a	0.268943
hsa-miR-3682-5p	0.376207
hsa-miR-3912-5p	0.728179
hsa-miR-939-3p	0.1927676
hsa-miR-4477a	0.579182
hsa-miR-548ar-5p	0.3013834
hsa-miR-4703-5p	0.269749
hsa-miR-15a-3p	0.22921065
hsa-miR-515-5p	0.3954715
hsa-miR-520g-5p	0.270735
hsa-miR-455-5p	0.1690282
hsa-miR-3921	-0.050023
hsa-miR-5590-5p	0.586951
hsa-miR-8079	0.100121619
hsa-miR-346	-0.1051417
hsa-miR-432-3p	0.43385102
hsa-miR-1254	-0.0598959
hsa-miR-4740-3p	0.062277
hsa-miR-542-5p	0.1121492
hsa-miR-3670	-0.3589019
hsa-miR-655-3p	0.1485779
hsa-miR-7109-3p	-0.0897631
hsa-miR-6833-3p	-0.0244358
hsa-miR-216b-3p	0.2037466
hsa-miR-553	0.8895314
hsa-miR-6734-3p	-0.1156323
hsa-miR-488-5p	0.1312658
hsa-miR-219a-5p	0.4519395
hsa-miR-1236-3p	0.1160102
hsa-miR-374b-5p	0.2397702
hsa-miR-215-5p	0.3567753
hsa-miR-647	0.0348827
hsa-miR-6769a-3p	-0.2518684
hsa-miR-758-3p	-0.0523516
hsa-miR-4732-3p	0.1005798
hsa-miR-5009-5p	0.346297
hsa-miR-372-5p	0.24286
hsa-miR-4640-5p	0.3520678
hsa-miR-769-5p	0.3624486
hsa-miR-326	0.2802816
hsa-miR-6508-3p	0.0575993
hsa-miR-541-5p	-0.1893866
hsa-miR-377-5p	0.1586353
hsa-miR-4667-3p	0.606957
hsa-miR-4662a-5p	0.162281
hsa-let-7d-5p	1.094683
hsa-miR-146a-3p	0.0701768
hsa-miR-6755-3p	1.039922
hsa-miR-548j-5p	0.360264
hsa-miR-6822-3p	-0.0427585
hsa-miR-517a-3p	0.2214498
hsa-miR-34b-3p	0.0318686
hsa-miR-744-3p	0.2330634
hsa-miR-3681-3p	0.231422
hsa-let-7e-5p	0.374176
hsa-miR-1279	0.375329
hsa-miR-5579-5p	-0.1273256
hsa-miR-19b-2-5p	0.58980842
hsa-miR-6856-3p	0.646607
hsa-miR-570-3p	0.06059667
hsa-miR-548an	0.2504594
hsa-miR-550a-3-5p	0.749158
hsa-miR-519e-5p	0.027112
hsa-miR-6845-3p	0.2055008
hsa-miR-425-5p	1.0239037
hsa-miR-518b	0.049094
hsa-miR-4641	0.0355134
hsa-miR-302a-5p	0.377909
hsa-miR-548as-3p	0.1344198
hsa-let-7c-5p	0.913564
hsa-miR-1305	0.2764431
hsa-miR-6830-5p	0.2200545
hsa-miR-1204	0.1397075
hsa-miR-3657	0.477148
hsa-miR-640	0.0333176
hsa-miR-3976	0.2249826
hsa-miR-499a-5p	0.876707
hsa-miR-7976	-0.1048223
hsa-miR-1250-5p	0.0950806
hsa-miR-518f-3p	0.3015731
hsa-miR-1255b-2-3p	0.1116914
hsa-miR-516a-5p	0.107224
hsa-miR-4680-3p	0.308515
hsa-miR-1207-3p	0.038933464
hsa-miR-1538	-0.083825
hsa-miR-214-5p	0.079709
hsa-miR-302f	0.21633377
hsa-miR-4275	0.3249748
hsa-miR-627-3p	0.4295926
hsa-miR-3117-5p	0.1036338
hsa-miR-1206	0.1477214
hsa-miR-155-3p	0.544757
hsa-miR-6761-3p	0.2760556
hsa-miR-598-5p	0.0036818
hsa-miR-4789-5p	0.37749519
hsa-miR-4714-3p	0.0043798
hsa-miR-543	0.464164
hsa-miR-3189-3p	0.046073
hsa-miR-545-5p	0.1411496
hsa-miR-3118	0.4961215
hsa-miR-487a-5p	-0.2013772
hsa-miR-5194	0.595498
hsa-miR-5708	-0.2050792
hsa-miR-3925-3p	0.747363
hsa-miR-3065-3p	-0.06954595
hsa-miR-4686	0.4117914
hsa-miR-548al	-0.2018451
hsa-miR-6130	0.929501
hsa-miR-148b-3p	0.099622
hsa-miR-4536-3p	0.1462188
hsa-miR-4452	0.1714167
hsa-miR-637	0.0520312
hsa-miR-148a-3p	1.333122
hsa-miR-550a-3p	-0.2293376
hsa-miR-942-5p	0.5617361
hsa-miR-4729	0.1943244
hsa-miR-6871-5p	0.4032327
hsa-miR-4679	0.3455126
hsa-miR-4444	-0.11456
hsa-miR-3683	-0.2912893
hsa-miR-642a-5p	-0.1903601
hsa-miR-374a-3p	0.725905
hsa-miR-3973	-0.1335662
hsa-miR-27b-3p	0.4358441
hsa-miR-450a-2-3p	0.249673
hsa-miR-876-3p	0.3727137
hsa-miR-4301	0.2268242
hsa-miR-548ap-3p	0.2652048
hsa-miR-548ag	0.492872
hsa-miR-3591-3p	0.1466473
hsa-miR-3942-3p	0.2061545
hsa-miR-548d-3p	0.4377011
hsa-miR-501-5p	-0.12982739
hsa-miR-212-3p	0.491249
hsa-miR-6883-3p	1.95e-05
hsa-miR-4653-3p	0.119401
hsa-miR-342-5p	0.533307
hsa-miR-342-3p	0.839681
hsa-miR-618	-0.2413495
hsa-miR-99a-5p	-0.01413
hsa-miR-4736	0.20363207
hsa-miR-4765	0.3816429
hsa-miR-7162-5p	-0.113959
hsa-miR-221-5p	0.63139
hsa-miR-653-5p	-0.12418144
hsa-miR-3691-3p	-0.1037569
hsa-miR-548h-3p	-0.0719675
hsa-miR-6825-5p	0.404513
hsa-miR-4316	-0.62566
hsa-miR-182-3p	-0.1295528
hsa-miR-583	0.09679679
hsa-miR-6748-3p	0.1118
hsa-miR-6499-3p	0.1584129
hsa-miR-566	-0.1269192
hsa-miR-1252-5p	0.698144
hsa-miR-4712-3p	-0.161029
hsa-miR-203b-5p	0.033251
hsa-miR-5002-3p	0.03559376
hsa-miR-4478	0.3199372
hsa-miR-4709-5p	0.181438
hsa-miR-3917	0.762501
hsa-miR-6788-5p	0.118607
hsa-miR-487b-5p	0.0189424
hsa-miR-6503-5p	0.050628
hsa-miR-3622a-3p	0.2042819
hsa-miR-329-5p	0.73288
hsa-miR-887-5p	-0.1276393
hsa-miR-1245b-3p	-0.3065667
hsa-miR-224-5p	0.1785484
hsa-miR-6799-3p	0.1209182
hsa-miR-212-5p	-0.24142689
hsa-miR-1197	-0.0803224
hsa-miR-451b	0.722594
hsa-miR-19a-5p	1.94829
hsa-miR-516b-5p	0.02874
hsa-miR-562	0.0238269
hsa-miR-3942-5p	0.366147
hsa-miR-4777-5p	0.2621435
hsa-miR-497-5p	-0.006647
hsa-miR-7973	0.2815
hsa-miR-1324	0.495786
hsa-miR-3975	0.187071
hsa-miR-512-5p	-0.276837
hsa-miR-5007-3p	0.684717
hsa-miR-944	0.04272751
hsa-miR-4520-5p	0.2013575
hsa-miR-4693-3p	0.412385
hsa-miR-8076	0.077718
hsa-miR-518c-5p	-0.0469605
hsa-miR-136-3p	0.3545833
hsa-miR-4790-5p	0.0854668
hsa-miR-3667-3p	-0.0973851
hsa-miR-4464	0.1777605
hsa-miR-100-3p	0.3600412
hsa-miR-6790-3p	0.3382353
hsa-miR-6792-5p	0.546243
hsa-miR-154-3p	-0.0941373
hsa-miR-4311	0.886251
hsa-miR-377-3p	0.1244315
hsa-miR-4662a-3p	0.3127749
hsa-miR-500b-5p	0.0412654
hsa-miR-4536-5p	0.2313634
hsa-miR-7849-3p	0.5308477
hsa-miR-4308	-0.2170496
hsa-miR-1911-5p	0.378224
hsa-miR-1260b	0.5608401
hsa-miR-4480	0.226858388
hsa-miR-151b	1.179042
hsa-miR-4328	0.2587747
hsa-miR-548v	0.0232762
hsa-miR-6719-3p	-0.12970852
hsa-miR-629-3p	-0.0548206
hsa-miR-548au-5p	0.5006378
hsa-miR-101-5p	0.4366569
hsa-miR-665	0.221554
hsa-miR-6881-3p	-0.0527195
hsa-miR-1247-3p	-0.4116432
hsa-miR-3619-3p	-0.1521116
hsa-miR-4448	-0.603175
hsa-miR-1244	0.448982
hsa-miR-489-5p	0.21183416
hsa-miR-30e-5p	0.071988
hsa-miR-192-5p	0.931036
hsa-miR-4257	0.651154
hsa-miR-6505-3p	0.365216
hsa-miR-513b-5p	0.3784238
hsa-miR-651-5p	0.1403832
hsa-miR-4495	0.313115
hsa-miR-4687-5p	0.2452693
hsa-miR-1243	0.357302
hsa-miR-4712-5p	0.46314
hsa-miR-539-3p	0.2033161
hsa-miR-518e-3p	0.0299673
hsa-miR-4693-5p	0.0655724
hsa-miR-367-3p	0.326411801
hsa-miR-6742-3p	0.2030794
hsa-miR-548aa	0.3023719
hsa-miR-635	0.1227666
hsa-miR-153-5p	0.146631
hsa-miR-4759	0.27599
hsa-miR-1178-3p	0.23801714
hsa-miR-4458	0.08977446
hsa-miR-300	-0.0615906
hsa-miR-3928-5p	0.068709
hsa-miR-3674	0.0716774
hsa-miR-31-3p	0.0418612
hsa-miR-21-3p	-0.1082657
hsa-miR-5011-3p	0.351306
hsa-miR-410-5p	0.2127472
hsa-miR-2116-5p	0.019263
hsa-miR-4740-5p	-0.003315
hsa-miR-548at-3p	-0.0368921
hsa-miR-448	0.2304708
hsa-miR-128-3p	0.1949016
hsa-miR-633	0.6231758
hsa-miR-103a-2-5p	-0.2249246
hsa-miR-3136-5p	0.319858
hsa-miR-4696	0.2130754
hsa-miR-6134	0.1829878
hsa-miR-891a-3p	0.073453
hsa-miR-5190	-0.0976334
hsa-miR-3688-5p	0.0980299
hsa-miR-6773-3p	-0.368329
hsa-miR-5002-5p	0.2688803
hsa-miR-4798-5p	0.418294
hsa-miR-485-5p	-0.4092943
hsa-miR-5001-3p	-0.0625529
hsa-miR-593-3p	0.1278733
hsa-miR-4652-5p	0.1743063
hsa-miR-767-5p	-0.5333458
hsa-miR-10b-3p	0.345259
hsa-miR-4666a-5p	0.1959549
hsa-miR-6514-3p	-0.3219106
hsa-miR-4680-5p	0.0807719
hsa-miR-3675-5p	0.066085
hsa-miR-1288-5p	0.0962073
hsa-miR-5591-3p	0.2127946
hsa-let-7i-3p	-0.12203
hsa-miR-185-5p	1.729248
hsa-miR-4769-5p	0.31615239
hsa-miR-103b	-0.2890896
hsa-miR-4755-5p	-0.2821651
hsa-miR-3913-5p	-0.0280171
hsa-miR-4475	0.329064
hsa-miR-433-5p	0.0994718
hsa-miR-6849-3p	-0.086255
hsa-miR-668-3p	-0.09229332
hsa-miR-3684	-0.0585319
hsa-miR-499b-5p	-0.0779858
hsa-miR-4713-5p	-0.1014125
hsa-miR-548e-3p	0.538126
hsa-miR-548av-5p	0.1111612
hsa-miR-7155-5p	-0.814037
hsa-miR-4477b	0.2781526
hsa-miR-4766-3p	0.121955
hsa-miR-5011-5p	-0.0924794
hsa-miR-7159-5p	0.18169192
hsa-miR-4724-3p	0.0599384
hsa-miR-581	0.1468703
hsa-miR-6736-5p	-0.064951
hsa-miR-1265	0.3404662
hsa-miR-3128	-0.2021591
hsa-miR-145-5p	0.2071495
hsa-miR-8067	0.3795788
hsa-miR-203a-5p	0.2680457
hsa-miR-302d-3p	0.4674948
hsa-miR-147a	-0.0778102
hsa-miR-4471	0.393867
hsa-miR-4708-5p	-0.674042
hsa-miR-374c-5p	-0.1132611
hsa-miR-4450	0.2816128
hsa-miR-143-5p	0.0273281
hsa-miR-454-3p	0.18785807
hsa-miR-4540	-0.1719239
hsa-miR-5683	0.3108948
hsa-miR-4664-5p	-0.429507
hsa-miR-8065	0.907352
hsa-miR-6783-3p	-0.1581508
hsa-miR-4465	0.2260779
hsa-miR-4720-3p	-0.034458
hsa-miR-5692c	-0.0623854
hsa-miR-1270	-0.07073
hsa-miR-6733-3p	0.0635187
hsa-miR-548k	-0.1189437
hsa-miR-3672	0.1528422
hsa-miR-4524a-5p	-0.0487684
hsa-miR-4670-5p	0.2665354
hsa-miR-6804-3p	-0.2320167
hsa-miR-561-3p	0.2693769
hsa-miR-4681	0.379247
hsa-miR-1296-3p	-0.1822679
hsa-miR-3668	-0.024122
hsa-miR-505-5p	0.1802576
hsa-miR-578	-0.1901147
hsa-miR-585-3p	0.2758147
hsa-miR-760	-0.3581172
hsa-miR-2909	-0.343705
hsa-miR-624-3p	0.6937608
hsa-miR-203a-3p	0.1385573
hsa-miR-7106-3p	-0.0829451
hsa-miR-6852-3p	-0.2258964
hsa-miR-552-5p	-0.1964877
hsa-miR-5582-5p	-0.015542
hsa-miR-6767-3p	-0.1507423
hsa-miR-6738-3p	0.0003122
hsa-miR-548av-3p	0.0604537
hsa-miR-6721-5p	0.0620516
hsa-miR-3137	0.2913244
hsa-miR-513c-3p	0.122974
hsa-miR-6846-5p	0.545154
hsa-miR-5008-5p	-0.0276686
hsa-miR-7159-3p	0.2552175
hsa-miR-4705	0.025643
hsa-miR-653-3p	0.4283282
hsa-miR-30a-3p	0.0534606
hsa-miR-2467-5p	-0.250848
hsa-miR-6827-5p	-0.2876103
hsa-miR-23b-3p	0.458152
hsa-miR-1262	0.435968
hsa-miR-4299	1.187286
hsa-miR-605-3p	0.2268181
hsa-miR-3908	0.416054
hsa-miR-514a-3p	-0.0997832
hsa-miR-548u	0.588469
hsa-miR-548az-3p	0.1842636
hsa-miR-3140-3p	0.353526
hsa-miR-1245a	-0.2551735
hsa-miR-1289	-0.0159312
hsa-miR-450a-1-3p	0.221566
hsa-miR-711	0.8874234
hsa-miR-1-3p	0.356015
hsa-miR-7152-5p	-0.1420186
hsa-miR-409-5p	-0.2089521
hsa-miR-651-3p	0.060174
hsa-miR-5588-5p	0.02025495
hsa-miR-4756-5p	0.0112604
hsa-miR-4786-3p	-0.15246433
hsa-miR-548ar-3p	-0.1425851
hsa-miR-4326	-0.190527
hsa-miR-23b-5p	0.3194431
hsa-miR-6511a-5p	-0.725142
hsa-miR-1915-5p	0.063014
hsa-miR-3129-5p	0.2237445
hsa-miR-6868-3p	0.2105069
hsa-miR-4748	0.846883
hsa-miR-548ao-5p	-0.1123691
hsa-miR-146b-5p	-0.02100759
hsa-miR-5590-3p	0.4506973
hsa-miR-140-3p	1.0331475
hsa-miR-8068	-0.15023011
hsa-miR-4632-3p	-0.527287
hsa-miR-6872-5p	0.24361
hsa-miR-2052	-0.0923315
hsa-miR-4668-5p	0.2178502
hsa-miR-548ah-5p	0.2791319
hsa-miR-224-3p	-0.0242584
hsa-miR-657	-0.0697992
hsa-miR-4287	-0.282217
hsa-miR-1321	0.527978
hsa-miR-33a-5p	0.1086568
hsa-miR-100-5p	-0.030798
hsa-miR-6820-3p	0.01864463
hsa-miR-6843-3p	-0.676293
hsa-miR-6505-5p	0.2363745
hsa-miR-6726-3p	-0.438455
hsa-miR-3529-3p	0.437856
hsa-miR-1273a	0.2049108
hsa-miR-6502-5p	0.381421
hsa-miR-3133	0.2559587
hsa-miR-7154-3p	-0.088764648
hsa-miR-3140-5p	0.0783386
hsa-miR-487b-3p	0.188028
hsa-miR-105-3p	0.39645587
hsa-miR-580-5p	0.318024
hsa-miR-9-5p	-0.048296
hsa-miR-497-3p	0.04860299
hsa-miR-504-5p	-0.308962
hsa-miR-7851-3p	0.145734
hsa-miR-205-3p	-0.0654772
hsa-miR-548a-3p	0.1104452
hsa-miR-95-3p	0.293038
hsa-miR-421	0.443162
hsa-miR-6776-5p	0.304013
hsa-miR-4467	0.0140677
hsa-miR-4795-5p	0.396436
hsa-miR-6888-3p	-0.1364755
hsa-miR-363-5p	0.1092399
hsa-miR-892c-3p	0.3387036
hsa-miR-626	-0.1607834
hsa-miR-6736-3p	0.1049148
hsa-miR-574-3p	-0.026056
hsa-miR-301a-3p	0.1157723
hsa-miR-5094	0.1835004
hsa-miR-323a-3p	-0.168262
hsa-miR-889-3p	0.3570189
hsa-miR-548w	-0.0544844
hsa-miR-215-3p	0.2719115
hsa-miR-6748-5p	0.497191
hsa-miR-1537-3p	-0.1415749
hsa-miR-548s	-0.0484889
hsa-miR-410-3p	0.1893071
hsa-miR-101-3p	0.202394
hsa-miR-192-3p	0.217697
hsa-miR-500a-3p	0.1784162
hsa-miR-381-3p	-0.052119
hsa-miR-516a-3p	0.1503051
hsa-miR-4727-3p	-0.377716
hsa-miR-367-5p	0.0991453
hsa-miR-5000-3p	-0.0228912
hsa-miR-4659b-5p	-0.518295
hsa-miR-33b-5p	-0.0288189
hsa-miR-4309	-0.3071579
hsa-miR-125b-5p	-0.409166
hsa-miR-4272	-0.36396164
hsa-miR-4704-5p	0.6308477
hsa-miR-5096	0.335454
hsa-miR-625-5p	0.431078
hsa-miR-6758-3p	0.0925054
hsa-miR-6880-5p	0.147666
hsa-miR-6838-5p	-0.2465964
hsa-miR-3974	-0.058018
hsa-miR-429	-0.3231419
hsa-miR-4649-5p	-0.413629
hsa-miR-549a	0.26153839
hsa-miR-3182	-0.1868955
hsa-miR-4518	-0.2575186
hsa-miR-556-5p	-0.039814989
hsa-miR-409-3p	0.1787927
hsa-miR-4762-5p	-0.5005572
hsa-miR-1302	0.4100942
hsa-miR-6895-3p	-0.3721772
hsa-miR-4742-5p	-0.15602259
hsa-miR-6836-3p	0.1383543
hsa-miR-6832-5p	0.730318
hsa-miR-4796-3p	-0.365259
hsa-miR-195-5p	0.0304341
hsa-miR-5687	-0.08519
hsa-miR-4485-5p	-0.642477
hsa-miR-4743-5p	0.593559
hsa-miR-5692b	-0.0962091
hsa-miR-5197-5p	0.1911134
hsa-miR-6754-3p	-0.138692
hsa-miR-139-3p	-0.1882079
hsa-miR-6866-5p	0.1885797
hsa-miR-5699-3p	-0.2168406
hsa-miR-4800-3p	-0.546956
hsa-miR-6072	-0.2801076
hsa-miR-641	0.0148309
hsa-miR-3186-5p	0.04419881
hsa-miR-592	0.1541603
hsa-miR-494-3p	-0.210733
hsa-miR-3145-3p	0.1501657
hsa-miR-3179	-0.0463697
hsa-miR-340-5p	-0.0582791
hsa-miR-4777-3p	-0.10458847
hsa-miR-5591-5p	-0.1397135
hsa-miR-3192-3p	-0.286701
hsa-miR-6818-3p	-0.05309766
hsa-miR-885-3p	-0.1683426
hsa-miR-5586-5p	0.481486
hsa-miR-6874-3p	-0.008731
hsa-miR-155-5p	-0.086435
hsa-miR-612	-0.18474971
hsa-miR-28-5p	0.348427
hsa-miR-3688-3p	-0.0145097
hsa-miR-6854-3p	-0.012506861
hsa-miR-542-3p	-0.0946521
hsa-miR-6854-5p	-0.186541
hsa-miR-5685	0.289894
hsa-miR-24-1-5p	0.10489057
hsa-miR-5582-3p	-0.2740623
hsa-miR-1911-3p	0.0434812
hsa-miR-4269	-0.418363
hsa-miR-3150a-5p	-0.435063
hsa-miR-181a-2-3p	-0.137478
hsa-miR-6512-3p	-0.0421572
hsa-miR-4778-3p	-0.2091082
hsa-miR-4662b	-0.236509
hsa-miR-4738-3p	-0.1963082
hsa-miR-3678-5p	-0.3701898
hsa-miR-548i	-0.0011378
hsa-miR-5089-5p	-0.319774
hsa-miR-4305	-0.15447482
hsa-miR-579-3p	-0.05817691
hsa-miR-552-3p	0.0024157
hsa-miR-506-5p	0.2040232
hsa-miR-4659b-3p	-0.55567
hsa-miR-3120-5p	-0.369074
hsa-miR-222-3p	-0.321096
hsa-miR-152-5p	-0.3372449
hsa-miR-658	-0.1005043
hsa-miR-504-3p	-0.094569
hsa-miR-3660	-0.113222
hsa-miR-1292-3p	-0.2969834
hsa-miR-6859-3p	-0.4597526
hsa-miR-337-5p	0.1237949
hsa-miR-3167	0.1463503
hsa-miR-874-3p	-0.05617
hsa-miR-18b-5p	0.41144934
hsa-miR-512-3p	0.464244
hsa-miR-181a-5p	0.0303028
hsa-miR-4525	-0.3270156
hsa-miR-1245b-5p	0.1513545
hsa-miR-92a-1-5p	-0.33500642
hsa-miR-1184	0.1555816
hsa-miR-148b-5p	0.1870383
hsa-miR-4524a-3p	0.1770622
hsa-miR-3186-3p	-0.302669
hsa-miR-6828-3p	-0.287055
hsa-miR-616-5p	-0.3234044
hsa-miR-603	-0.04761633
hsa-miR-4524b-3p	-0.3104164
hsa-miR-8075	-0.2022019
hsa-miR-6743-5p	-0.4226633
hsa-miR-20a-3p	0.3742762
hsa-miR-4671-5p	-0.0263628
hsa-miR-670-3p	-0.0745575
hsa-miR-6515-5p	-0.2377133
hsa-miR-4743-3p	0.08842971
hsa-miR-671-3p	0.2552862
hsa-miR-4782-5p	-0.571726
hsa-miR-4676-3p	-0.1809386
hsa-miR-6789-3p	-0.3082151
hsa-miR-6729-3p	-0.1757235
hsa-miR-2115-3p	0.1588422
hsa-miR-5689	0.1141239
hsa-miR-3713	0.0112718
hsa-miR-4774-5p	0.617655
hsa-miR-1285-5p	0.0530873
hsa-miR-378h	-0.230796
hsa-miR-4329	-0.33061763
hsa-miR-4789-3p	0.123447
hsa-miR-708-5p	0.794122
hsa-miR-6131	0.0311899
hsa-miR-4766-5p	0.1338093
hsa-miR-4457	0.220333
hsa-miR-34a-3p	-0.04841871
hsa-miR-5186	-0.405504
hsa-miR-4288	-0.04122875
hsa-miR-4330	-0.742462
hsa-miR-4738-5p	0.05485222
hsa-miR-183-5p	0.0667841
hsa-miR-3649	-0.356034
hsa-miR-376c-3p	0.0753502
hsa-miR-632	-0.3193735
hsa-miR-5009-3p	-0.0794311
hsa-miR-5694	-0.1996891
hsa-miR-548ak	-0.0036307
hsa-miR-1287-5p	-0.194093
hsa-miR-4755-3p	-0.614872
hsa-miR-4522	-0.2151764
hsa-miR-4253	0.479364
hsa-miR-18a-3p	-0.194878808
hsa-miR-4422	-0.438296
hsa-miR-5587-5p	-0.2841684
hsa-miR-4264	-0.273195975
hsa-miR-548ao-3p	-0.464017
hsa-miR-4706	-0.0865195
hsa-miR-513b-3p	-0.0107248
hsa-miR-5680	-0.0119251
hsa-miR-4999-5p	0.09932621
hsa-miR-4733-3p	-0.075294
hsa-miR-4500	0.2313401
hsa-miR-507	0.2845102
hsa-miR-411-5p	-0.002883
hsa-miR-802	0.0365189
hsa-miR-598-3p	0.1929243
hsa-miR-3153	-0.15275555
hsa-miR-599	0.0558528
hsa-miR-32-5p	0.2187638
hsa-miR-892b	0.0211379
hsa-miR-302e	-0.05861702
hsa-miR-4735-3p	0.1869307
hsa-miR-376b-3p	-0.0920972
hsa-miR-3607-3p	0.096127
hsa-miR-4503	-0.0305965
hsa-miR-7852-3p	0.2868234
hsa-miR-30d-3p	0.0266096
hsa-miR-1200	0.0498113
hsa-miR-4512	-0.299685
hsa-miR-3943	-0.0228678
hsa-miR-323b-5p	-0.0697586
hsa-miR-3622b-3p	-0.474203
hsa-miR-6778-3p	-0.339167
hsa-miR-7151-5p	0.2021883
hsa-miR-580-3p	0.00147946
hsa-miR-4780	-0.56505
hsa-miR-889-5p	0.1437333
hsa-miR-3064-3p	-0.018643
hsa-miR-6768-3p	0.1866358
hsa-miR-4764-5p	0.141922
hsa-miR-379-3p	-0.1598239
hsa-miR-6817-5p	0.315771
hsa-miR-376a-3p	-0.2342118
hsa-miR-6747-3p	0.02121306
hsa-miR-4432	-0.367352
hsa-miR-4725-3p	-0.299331
hsa-miR-619-3p	-0.0005878
hsa-miR-6506-5p	0.1977341
hsa-miR-4715-3p	-0.451698
hsa-miR-1257	-0.359638
hsa-miR-6798-5p	-0.076667
hsa-miR-5589-5p	0.1766176
hsa-miR-4508	0.32475837
hsa-miR-569	-0.01073395
hsa-miR-6744-3p	-0.015898
hsa-miR-551a	0.48706776
hsa-miR-181c-5p	0.1729452
