miRNA	value
hsa-miR-642b-5p	0.5607652
hsa-miR-5704	0.897306
hsa-miR-4509	0.3640955
hsa-miR-548ba	0.3281711
hsa-miR-1179	0.1163873
hsa-miR-4324	0.292101
hsa-miR-654-3p	-0.05792749
hsa-miR-4799-3p	0.102609
hsa-miR-4666a-3p	0.37658
hsa-miR-362-3p	0.1953308
hsa-miR-3160-5p	0.3388048
hsa-miR-6831-3p	0.0675839
hsa-miR-1185-5p	1.232566
hsa-miR-4719	0.387012
hsa-miR-363-3p	1.160789
hsa-miR-6827-3p	0.467175
hsa-miR-548aj-3p	1.3086929
hsa-miR-130b-5p	0.0999065
hsa-miR-548t-5p	0.0103435
hsa-miR-140-5p	1.119611
hsa-miR-8084	0.61189
hsa-miR-6129	0.52290184
hsa-miR-502-5p	0.801472
hsa-miR-146a-5p	1.783723
hsa-miR-3156-3p	0.1348035
hsa-miR-519c-3p	0.535733
hsa-miR-6810-3p	-0.0312762
hsa-miR-1278	0.686476
hsa-miR-4704-3p	0.916972
hsa-miR-95-5p	0.338588
hsa-miR-4775	0.2460881
hsa-miR-590-5p	0.963688
hsa-miR-4732-5p	0.2470827
hsa-miR-548at-5p	0.7764224
hsa-miR-1296-5p	0.688652
hsa-miR-526b-3p	0.081781
hsa-miR-194-3p	0.0219907
hsa-miR-636	1.635899
hsa-miR-4510	0.1035266
hsa-miR-331-3p	1.083243
hsa-miR-548aj-5p	0.40801
hsa-miR-548j-3p	0.192877
hsa-miR-8061	0.3671788
hsa-miR-654-5p	0.4741929
hsa-miR-1264	0.613725
hsa-miR-6830-3p	-0.2082169
hsa-miR-924	0.11290021
hsa-miR-6716-5p	-0.755141
hsa-miR-5700	0.8436398
hsa-miR-4511	-0.1182475
hsa-miR-4671-3p	0.1821661
hsa-miR-624-5p	0.3828961
hsa-miR-8066	0.1419905
hsa-miR-5193	0.13097174
hsa-miR-655-5p	0.587783
hsa-miR-873-5p	0.692835
hsa-miR-223-5p	1.133589
hsa-miR-29b-3p	0.561043
hsa-miR-548bb-5p	0.3632362
hsa-miR-329-3p	1.39091
hsa-miR-6805-5p	0.1758707
hsa-miR-339-3p	-0.86968
hsa-miR-126-3p	2.62757
hsa-miR-6835-3p	0.0418402
hsa-miR-936	-0.598525
hsa-miR-6717-5p	0.2382245
hsa-miR-122-3p	0.3285889
hsa-miR-3620-5p	-0.3487421
hsa-miR-3938	-0.1372121
hsa-miR-6797-5p	-0.720191
hsa-miR-548f-5p	0.3611856
hsa-miR-302b-5p	-0.1384071
hsa-miR-6809-3p	0.637308
hsa-miR-548f-3p	0.695403
hsa-miR-373-5p	0.256977
hsa-miR-218-5p	0.006575
hsa-miR-4730	0.361916
hsa-miR-4539	-0.366559
hsa-miR-3977	0.931904
hsa-miR-374a-5p	0.4730433
hsa-miR-4795-3p	1.0349509
hsa-miR-5192	-0.2229573
hsa-miR-7-2-3p	0.02917823
hsa-miR-6071	-1.171473
hsa-miR-937-3p	0.4341919
hsa-miR-3136-3p	0.676805
hsa-miR-3529-5p	0.680279
hsa-miR-130a-5p	0.4332965
hsa-miR-3119	0.07756788
hsa-miR-3927-3p	0.504042
hsa-miR-491-3p	1.4402102
hsa-miR-4254	0.333775
hsa-miR-6513-3p	-0.07777
hsa-miR-6503-3p	0.827365
hsa-miR-6758-5p	0.052103
hsa-miR-492	0.2697325
hsa-miR-8062	0.0140178
hsa-miR-548ap-5p	0.327092
hsa-miR-628-5p	0.3415341
hsa-miR-517c-3p	0.1053232
hsa-miR-6803-3p	-0.1116666
hsa-miR-6787-3p	0.1318641
hsa-miR-663a	-0.200468
hsa-miR-3663-5p	-0.434424
hsa-miR-384	0.548994
hsa-miR-493-5p	0.6000034
hsa-miR-216a-3p	0.426476
hsa-miR-3129-3p	1.125953
hsa-miR-4703-3p	0.528806
hsa-miR-607	0.6341075
hsa-miR-660-5p	0.9374743
hsa-miR-1910-5p	0.1816995
hsa-miR-5681a	-0.108611
hsa-miR-3171	0.787577
hsa-miR-6728-3p	0.54342
hsa-miR-449c-5p	-0.3162784
hsa-miR-6739-5p	0.754621
hsa-miR-577	0.516678
hsa-miR-5580-5p	0.767441
hsa-miR-6745	0.458515
hsa-miR-6782-3p	0.403808
hsa-miR-561-5p	0.457022
hsa-miR-17-5p	0.5798639
hsa-let-7c-3p	0.527693
hsa-miR-586	1.010416
hsa-miR-495-5p	0.624433
hsa-miR-524-3p	0.020055
hsa-miR-34c-5p	1.022192
hsa-miR-590-3p	0.7645799
hsa-miR-5697	0.7183918
hsa-miR-4297	0.0345238
hsa-miR-6862-3p	-0.19955525
hsa-miR-518c-3p	0.315951
hsa-let-7f-2-3p	0.973771
hsa-miR-4650-5p	0.481284
hsa-miR-584-5p	0.398357
hsa-miR-4771	-0.0137162
hsa-miR-4320	0.357307
hsa-miR-4423-5p	0.478858
hsa-miR-6740-3p	-0.008086
hsa-miR-5696	0.0576603
hsa-miR-449a	0.634841
hsa-miR-3682-5p	0.626067
hsa-miR-3912-5p	0.519455
hsa-miR-939-3p	0.186958
hsa-miR-4477a	0.02333294
hsa-miR-548ar-5p	0.048066
hsa-miR-4703-5p	0.4797596
hsa-miR-15a-3p	0.4464758
hsa-miR-515-5p	1.573126
hsa-miR-520g-5p	0.476075
hsa-miR-455-5p	-0.098535
hsa-miR-3921	0.58122
hsa-miR-5590-5p	0.6022187
hsa-miR-8079	0.002923
hsa-miR-346	0.4059317
hsa-miR-432-3p	0.40768
hsa-miR-1254	-0.407095
hsa-miR-4740-3p	0.1098614
hsa-miR-542-5p	0.411033
hsa-miR-3670	0.458563
hsa-miR-655-3p	0.31486592
hsa-miR-7109-3p	-0.419084
hsa-miR-6833-3p	0.028861
hsa-miR-216b-3p	-0.18108832
hsa-miR-553	0.3078041
hsa-miR-6734-3p	0.581839
hsa-miR-488-5p	0.471092
hsa-miR-219a-5p	0.637942
hsa-miR-1236-3p	0.0222487
hsa-miR-374b-5p	0.2027172
hsa-miR-215-5p	1.203996
hsa-miR-647	0.9118391
hsa-miR-6769a-3p	-0.0128501
hsa-miR-758-3p	0.0507714
hsa-miR-4732-3p	0.0875169
hsa-miR-5009-5p	0.289489
hsa-miR-372-5p	0.82106
hsa-miR-4640-5p	0.445021
hsa-miR-769-5p	-0.0939012
hsa-miR-326	0.397215
hsa-miR-6508-3p	0.3229216
hsa-miR-541-5p	0.1976743
hsa-miR-377-5p	0.5497469
hsa-miR-4667-3p	0.2921525
hsa-miR-4662a-5p	0.1575715
hsa-let-7d-5p	0.6129182
hsa-miR-146a-3p	0.8623015
hsa-miR-6755-3p	0.310856
hsa-miR-548j-5p	0.04463597
hsa-miR-6822-3p	-0.3424122
hsa-miR-517a-3p	0.187325
hsa-miR-34b-3p	0.2739727
hsa-miR-744-3p	0.707755
hsa-miR-3681-3p	0.1904509
hsa-let-7e-5p	0.2703187
hsa-miR-1279	0.8575509
hsa-miR-5579-5p	0.1519193
hsa-miR-19b-2-5p	0.9843771
hsa-miR-6856-3p	0.1885441
hsa-miR-570-3p	0.3862429
hsa-miR-548an	0.2943322
hsa-miR-550a-3-5p	-0.14017139
hsa-miR-519e-5p	0.333165
hsa-miR-6845-3p	0.0551689
hsa-miR-425-5p	1.165512
hsa-miR-518b	0.05508635
hsa-miR-4641	0.639567
hsa-miR-302a-5p	0.4357587
hsa-miR-548as-3p	0.311137
hsa-let-7c-5p	1.0611705
hsa-miR-1305	0.0020799
hsa-miR-6830-5p	-0.337611
hsa-miR-1204	0.07889
hsa-miR-3657	0.1744682
hsa-miR-640	0.1291883
hsa-miR-3976	-0.094209
hsa-miR-499a-5p	0.656036
hsa-miR-7976	1.0205144
hsa-miR-1250-5p	-0.318765
hsa-miR-518f-3p	0.053396
hsa-miR-1255b-2-3p	0.5920842
hsa-miR-516a-5p	0.2226018
hsa-miR-4680-3p	0.2486789
hsa-miR-1207-3p	0.2276255
hsa-miR-1538	0.1138445
hsa-miR-214-5p	0.0102199
hsa-miR-302f	0.0322942
hsa-miR-4275	0.523201
hsa-miR-627-3p	0.3271728
hsa-miR-3117-5p	0.0716084
hsa-miR-1206	0.407639
hsa-miR-155-3p	0.3969645
hsa-miR-6761-3p	0.02702445
hsa-miR-598-5p	-0.324728
hsa-miR-4789-5p	0.3438653
hsa-miR-4714-3p	0.50218154
hsa-miR-543	0.416433
hsa-miR-3189-3p	-0.2420675
hsa-miR-545-5p	0.5602221
hsa-miR-3118	0.595458
hsa-miR-487a-5p	-0.334744
hsa-miR-5194	0.453326
hsa-miR-5708	-0.0578129
hsa-miR-3925-3p	0.815756
hsa-miR-3065-3p	0.1813178
hsa-miR-4686	-0.1055763
hsa-miR-548al	0.119834
hsa-miR-6130	0.854492
hsa-miR-148b-3p	0.403637
hsa-miR-4536-3p	0.642003
hsa-miR-4452	-0.0096516
hsa-miR-637	0.39498885
hsa-miR-148a-3p	1.016008
hsa-miR-550a-3p	0.2760828
hsa-miR-942-5p	0.5568985
hsa-miR-4729	-0.2020009
hsa-miR-6871-5p	-0.0954477
hsa-miR-4679	0.183627606
hsa-miR-4444	-0.061693
hsa-miR-3683	0.0596014
hsa-miR-642a-5p	-0.07213962
hsa-miR-374a-3p	0.9571958
hsa-miR-3973	-0.1722117
hsa-miR-27b-3p	1.427267
hsa-miR-450a-2-3p	0.262665
hsa-miR-876-3p	0.2950872
hsa-miR-4301	-0.0245406
hsa-miR-548ap-3p	1.137702
hsa-miR-548ag	0.681424
hsa-miR-3591-3p	0.1598
hsa-miR-3942-3p	-0.0161134
hsa-miR-548d-3p	-0.1796915
hsa-miR-501-5p	-0.2900046
hsa-miR-212-3p	0.04415
hsa-miR-6883-3p	0.5888951
hsa-miR-4653-3p	0.25243
hsa-miR-342-5p	0.580466
hsa-miR-342-3p	0.6254361
hsa-miR-618	0.32429037
hsa-miR-99a-5p	0.455086
hsa-miR-4736	0.23703694
hsa-miR-4765	0.288935
hsa-miR-7162-5p	0.6119168
hsa-miR-221-5p	0.398413
hsa-miR-653-5p	0.0953732
hsa-miR-3691-3p	-0.3817837
hsa-miR-548h-3p	0.018515
hsa-miR-6825-5p	-0.3101203
hsa-miR-4316	-0.2034299
hsa-miR-182-3p	0.3493024
hsa-miR-583	0.2128642
hsa-miR-6748-3p	0.03350879
hsa-miR-6499-3p	0.1119588
hsa-miR-566	-0.13310229
hsa-miR-1252-5p	0.942741
hsa-miR-4712-3p	0.0601457
hsa-miR-203b-5p	0.026597
hsa-miR-5002-3p	0.2518
hsa-miR-4478	-0.1211262
hsa-miR-4709-5p	0.1510513
hsa-miR-3917	1.104706
hsa-miR-6788-5p	-0.2604226
hsa-miR-487b-5p	0.952539
hsa-miR-6503-5p	0.3401637
hsa-miR-3622a-3p	0.1531309
hsa-miR-329-5p	0.276379
hsa-miR-887-5p	0.0009261
hsa-miR-1245b-3p	0.2590497
hsa-miR-224-5p	0.0836018
hsa-miR-6799-3p	0.04768762
hsa-miR-212-5p	0.687358
hsa-miR-1197	0.2490614
hsa-miR-451b	0.915886
hsa-miR-19a-5p	0.9139191
hsa-miR-516b-5p	0.3334998
hsa-miR-562	0.1663162
hsa-miR-3942-5p	0.024409
hsa-miR-4777-5p	0.666261
hsa-miR-497-5p	0.7373164
hsa-miR-7973	0.339036
hsa-miR-1324	0.530772
hsa-miR-3975	0.1319687
hsa-miR-512-5p	-0.111569
hsa-miR-5007-3p	0.1768443
hsa-miR-944	-0.0086263
hsa-miR-4520-5p	0.3942996
hsa-miR-4693-3p	0.227195
hsa-miR-8076	0.0189364
hsa-miR-518c-5p	0.0823001
hsa-miR-136-3p	0.027393
hsa-miR-4790-5p	0.2673782
hsa-miR-3667-3p	0.565084
hsa-miR-4464	0.09769809
hsa-miR-100-3p	-0.0966429
hsa-miR-6790-3p	0.4665551
hsa-miR-6792-5p	0.04164
hsa-miR-154-3p	0.2641864
hsa-miR-4311	0.8859108
hsa-miR-377-3p	0.3356229
hsa-miR-4662a-3p	0.1750612
hsa-miR-500b-5p	0.02579151
hsa-miR-4536-5p	0.20716
hsa-miR-7849-3p	0.0638065
hsa-miR-4308	0.627667
hsa-miR-1911-5p	1.15847
hsa-miR-1260b	0.659011
hsa-miR-4480	0.21192205
hsa-miR-151b	1.4719992
hsa-miR-4328	-0.0913589
hsa-miR-548v	0.551289
hsa-miR-6719-3p	0.274465
hsa-miR-629-3p	0.763234
hsa-miR-548au-5p	0.989234
hsa-miR-101-5p	0.72001209
hsa-miR-665	0.4098606
hsa-miR-6881-3p	-0.145188
hsa-miR-1247-3p	0.1825898
hsa-miR-3619-3p	-0.2210875
hsa-miR-4448	0.222121
hsa-miR-1244	0.430675
hsa-miR-489-5p	0.3485103
hsa-miR-30e-5p	0.3527563
hsa-miR-192-5p	1.87065
hsa-miR-4257	0.320348
hsa-miR-6505-3p	0.04190257
hsa-miR-513b-5p	0.2621595
hsa-miR-651-5p	0.3393349
hsa-miR-4495	0.410438
hsa-miR-4687-5p	0.362248
hsa-miR-1243	-0.025961
hsa-miR-4712-5p	0.2128744
hsa-miR-539-3p	0.475969
hsa-miR-518e-3p	0.30021882
hsa-miR-4693-5p	-0.416665
hsa-miR-367-3p	0.3580474
hsa-miR-6742-3p	0.2193384
hsa-miR-548aa	0.449624
hsa-miR-635	0.7455789
hsa-miR-153-5p	-0.101752
hsa-miR-4759	0.2265411
hsa-miR-1178-3p	-0.1402289
hsa-miR-4458	-0.422672
hsa-miR-300	0.5327874
hsa-miR-3928-5p	-0.2120896
hsa-miR-3674	-0.0537804
hsa-miR-31-3p	0.573253
hsa-miR-21-3p	0.1323872
hsa-miR-5011-3p	-0.2417593
hsa-miR-410-5p	-0.007953
hsa-miR-2116-5p	0.3431794
hsa-miR-4740-5p	-0.708614
hsa-miR-548at-3p	-0.0591916
hsa-miR-448	0.6419469
hsa-miR-128-3p	0.2857737
hsa-miR-633	0.5022757
hsa-miR-103a-2-5p	0.1907223
hsa-miR-3136-5p	0.2332186
hsa-miR-4696	0.372953
hsa-miR-6134	0.2972659
hsa-miR-891a-3p	0.1006707
hsa-miR-5190	-0.462912
hsa-miR-3688-5p	0.3725579
hsa-miR-6773-3p	0.451545
hsa-miR-5002-5p	0.0494935
hsa-miR-4798-5p	0.1258311
hsa-miR-485-5p	-0.1051243
hsa-miR-5001-3p	-0.1803288
hsa-miR-593-3p	0.1221447
hsa-miR-4652-5p	0.2569477
hsa-miR-767-5p	-0.2047596
hsa-miR-10b-3p	0.338806
hsa-miR-4666a-5p	-0.051084
hsa-miR-6514-3p	-0.0449014
hsa-miR-4680-5p	0.424024
hsa-miR-3675-5p	0.1365354
hsa-miR-1288-5p	0.4578347
hsa-miR-5591-3p	0.285861
hsa-let-7i-3p	-0.1975256
hsa-miR-185-5p	0.6821912
hsa-miR-4769-5p	-0.15590741
hsa-miR-103b	-0.1757315
hsa-miR-4755-5p	-0.308517
hsa-miR-3913-5p	0.1473139
hsa-miR-4475	0.397056
hsa-miR-433-5p	-0.0862791
hsa-miR-6849-3p	-0.330026
hsa-miR-668-3p	-0.2464131
hsa-miR-3684	0.2993638
hsa-miR-499b-5p	-0.0741437
hsa-miR-4713-5p	-0.3149503
hsa-miR-548e-3p	0.2030897
hsa-miR-548av-5p	0.2986323
hsa-miR-7155-5p	-0.2934478
hsa-miR-4477b	0.2488347
hsa-miR-4766-3p	0.1742287
hsa-miR-5011-5p	-0.0577252
hsa-miR-7159-5p	-0.0788963
hsa-miR-4724-3p	-0.1051348
hsa-miR-581	0.1085265
hsa-miR-6736-5p	-0.0761977
hsa-miR-1265	0.06928028
hsa-miR-3128	0.133292
hsa-miR-145-5p	0.953434
hsa-miR-8067	-0.0962162
hsa-miR-203a-5p	-0.0841333
hsa-miR-302d-3p	0.5338635
hsa-miR-147a	0.488443
hsa-miR-4471	0.221157
hsa-miR-4708-5p	-0.486077
hsa-miR-374c-5p	-0.2074281
hsa-miR-4450	-0.3039257
hsa-miR-143-5p	-0.038292
hsa-miR-454-3p	0.010479
hsa-miR-4540	0.100705
hsa-miR-5683	0.0121341
hsa-miR-4664-5p	-0.0984715
hsa-miR-8065	0.4030689
hsa-miR-6783-3p	-0.1627408
hsa-miR-4465	0.43938
hsa-miR-4720-3p	0.028727
hsa-miR-5692c	-0.0668818
hsa-miR-1270	-0.1501543
hsa-miR-6733-3p	0.0929219
hsa-miR-548k	0.458196
hsa-miR-3672	0.347476
hsa-miR-4524a-5p	0.0697885
hsa-miR-4670-5p	-0.139481
hsa-miR-6804-3p	0.021616
hsa-miR-561-3p	0.3470753
hsa-miR-4681	-0.11329516
hsa-miR-1296-3p	0.003227
hsa-miR-3668	0.329418
hsa-miR-505-5p	0.0631642
hsa-miR-578	-0.0247199
hsa-miR-585-3p	0.157074
hsa-miR-760	-0.0286225
hsa-miR-2909	-0.342198
hsa-miR-624-3p	0.336908
hsa-miR-203a-3p	-0.28661
hsa-miR-7106-3p	-0.2441217
hsa-miR-6852-3p	-0.1943305
hsa-miR-552-5p	-0.015528
hsa-miR-5582-5p	-0.3295233
hsa-miR-6767-3p	-0.2228973
hsa-miR-6738-3p	-0.0051805
hsa-miR-548av-3p	-0.1831687
hsa-miR-6721-5p	0.205685
hsa-miR-3137	-0.072557
hsa-miR-513c-3p	-0.1318538
hsa-miR-6846-5p	0.300189
hsa-miR-5008-5p	-0.2978238
hsa-miR-7159-3p	0.4247923
hsa-miR-4705	-0.28945972
hsa-miR-653-3p	0.343574
hsa-miR-30a-3p	0.1679698
hsa-miR-2467-5p	0.209108
hsa-miR-6827-5p	0.025349761
hsa-miR-23b-3p	0.2284707
hsa-miR-1262	0.0444782
hsa-miR-4299	1.138865
hsa-miR-605-3p	0.2057248
hsa-miR-3908	0.400449
hsa-miR-514a-3p	-0.144047
hsa-miR-548u	0.1766152
hsa-miR-548az-3p	0.0955121
hsa-miR-3140-3p	-0.373597
hsa-miR-1245a	0.0041043
hsa-miR-1289	0.4553817
hsa-miR-450a-1-3p	0.1667995
hsa-miR-711	0.17263965
hsa-miR-1-3p	0.2037657
hsa-miR-7152-5p	0.0865017
hsa-miR-409-5p	-0.2099249
hsa-miR-651-3p	0.137348
hsa-miR-5588-5p	0.0647317
hsa-miR-4756-5p	0.0338645
hsa-miR-4786-3p	-0.2607322
hsa-miR-548ar-3p	0.0707487
hsa-miR-4326	-0.021421
hsa-miR-23b-5p	0.882445
hsa-miR-6511a-5p	-0.968607
hsa-miR-1915-5p	-0.397281
hsa-miR-3129-5p	0.457485
hsa-miR-6868-3p	-0.555358
hsa-miR-4748	-0.2167303
hsa-miR-548ao-5p	-0.506142
hsa-miR-146b-5p	0.2513774
hsa-miR-5590-3p	0.5978621
hsa-miR-140-3p	2.02263
hsa-miR-8068	0.05262
hsa-miR-4632-3p	-0.0011307
hsa-miR-6872-5p	-0.197531
hsa-miR-2052	0.26978777
hsa-miR-4668-5p	0.0186207
hsa-miR-548ah-5p	0.0913805
hsa-miR-224-3p	0.11176243
hsa-miR-657	0.6135247
hsa-miR-4287	-0.446417
hsa-miR-1321	-0.203447
hsa-miR-33a-5p	1.362233
hsa-miR-100-5p	0.3941962
hsa-miR-6820-3p	0.1072081
hsa-miR-6843-3p	-0.2519167
hsa-miR-6505-5p	0.3610423
hsa-miR-6726-3p	-0.0636058
hsa-miR-3529-3p	0.441288
hsa-miR-1273a	0.0846547
hsa-miR-6502-5p	0.2477098
hsa-miR-3133	0.2496877
hsa-miR-7154-3p	-0.00348
hsa-miR-3140-5p	-0.0093837
hsa-miR-487b-3p	0.2557003
hsa-miR-105-3p	0.4682454
hsa-miR-580-5p	0.15792404
hsa-miR-9-5p	0.0859548
hsa-miR-497-3p	-0.3940086
hsa-miR-504-5p	-0.198379766
hsa-miR-7851-3p	-0.3107066
hsa-miR-205-3p	-0.171924
hsa-miR-548a-3p	0.4038007
hsa-miR-95-3p	0.707146
hsa-miR-421	0.623326
hsa-miR-6776-5p	0.03712226
hsa-miR-4467	-0.1734329
hsa-miR-4795-5p	0.397718
hsa-miR-6888-3p	-0.1162286
hsa-miR-363-5p	-0.388023
hsa-miR-892c-3p	0.03288237
hsa-miR-626	0.2213318
hsa-miR-6736-3p	-0.268657
hsa-miR-574-3p	1.06318
hsa-miR-301a-3p	0.1134378
hsa-miR-5094	0.8085551
hsa-miR-323a-3p	0.41628
hsa-miR-889-3p	1.0135094
hsa-miR-548w	0.0644596
hsa-miR-215-3p	0.3650123
hsa-miR-6748-5p	-0.2763232
hsa-miR-1537-3p	-0.016239
hsa-miR-548s	0.563967
hsa-miR-410-3p	0.1541254
hsa-miR-101-3p	1.54622
hsa-miR-192-3p	0.1423282
hsa-miR-500a-3p	0.194238
hsa-miR-381-3p	0.311359
hsa-miR-516a-3p	-0.205286
hsa-miR-4727-3p	-0.2782617
hsa-miR-367-5p	0.4412639
hsa-miR-5000-3p	-0.1753994
hsa-miR-4659b-5p	-0.310622
hsa-miR-33b-5p	0.4744736
hsa-miR-4309	0.0193455
hsa-miR-125b-5p	0.325093
hsa-miR-4272	-0.215192
hsa-miR-4704-5p	0.878312
hsa-miR-5096	-0.097029
hsa-miR-625-5p	0.422627
hsa-miR-6758-3p	0.3024178
hsa-miR-6880-5p	-0.242068
hsa-miR-6838-5p	-0.0898927
hsa-miR-3974	1.49977
hsa-miR-429	-0.1392914
hsa-miR-4649-5p	-0.475595
hsa-miR-549a	0.28111689
hsa-miR-3182	0.055688
hsa-miR-4518	0.4500561
hsa-miR-556-5p	-0.2719967
hsa-miR-409-3p	0.11340533
hsa-miR-4762-5p	0.2819913
hsa-miR-1302	-0.0245889
hsa-miR-6895-3p	-0.472467
hsa-miR-4742-5p	0.3907086
hsa-miR-6836-3p	0.0280937
hsa-miR-6832-5p	0.458404
hsa-miR-4796-3p	-0.421595
hsa-miR-195-5p	0.076246
hsa-miR-5687	0.243214
hsa-miR-4485-5p	0.291248
hsa-miR-4743-5p	-0.562277
hsa-miR-5692b	0.24382308
hsa-miR-5197-5p	0.0472856
hsa-miR-6754-3p	0.395217
hsa-miR-139-3p	-0.2878337
hsa-miR-6866-5p	0.0815025
hsa-miR-5699-3p	0.0400358
hsa-miR-4800-3p	-0.429521
hsa-miR-6072	-0.1757413
hsa-miR-641	0.0206458
hsa-miR-3186-5p	-0.0201666
hsa-miR-592	0.09281828
hsa-miR-494-3p	-0.274992
hsa-miR-3145-3p	0.095369
hsa-miR-3179	-0.326267
hsa-miR-340-5p	-0.12000486
hsa-miR-4777-3p	0.3640552
hsa-miR-5591-5p	0.1849625
hsa-miR-3192-3p	-0.0929829
hsa-miR-6818-3p	-0.3469949
hsa-miR-885-3p	-0.218114
hsa-miR-5586-5p	0.2871128
hsa-miR-6874-3p	-0.12746804
hsa-miR-155-5p	0.1621717
hsa-miR-612	0.4591612
hsa-miR-28-5p	-0.077602
hsa-miR-3688-3p	0.246406
hsa-miR-6854-3p	0.164796
hsa-miR-542-3p	0.880717
hsa-miR-6854-5p	-0.4604807
hsa-miR-5685	0.935217
hsa-miR-24-1-5p	0.6825608
hsa-miR-5582-3p	0.0426862
hsa-miR-1911-3p	-0.0673549
hsa-miR-4269	-0.1928239
hsa-miR-3150a-5p	-0.446911
hsa-miR-181a-2-3p	-0.1401735
hsa-miR-6512-3p	0.057582
hsa-miR-4778-3p	-0.556921
hsa-miR-4662b	-0.0333442
hsa-miR-4738-3p	0.6723723
hsa-miR-3678-5p	-0.0724161
hsa-miR-548i	0.1584894
hsa-miR-5089-5p	-0.355228
hsa-miR-4305	0.2904126
hsa-miR-579-3p	-0.0134296
hsa-miR-552-3p	-0.1447867
hsa-miR-506-5p	0.0524476
hsa-miR-4659b-3p	0.4999152
hsa-miR-3120-5p	-0.268282
hsa-miR-222-3p	0.15595
hsa-miR-152-5p	-0.1260864
hsa-miR-658	0.0356568
hsa-miR-504-3p	-0.1996312
hsa-miR-3660	0.00453
hsa-miR-1292-3p	-0.006535
hsa-miR-6859-3p	0.278199
hsa-miR-337-5p	0.1843441
hsa-miR-3167	-0.1131532
hsa-miR-874-3p	-0.1596206
hsa-miR-18b-5p	-0.0327915
hsa-miR-512-3p	0.500357
hsa-miR-181a-5p	-0.563065
hsa-miR-4525	-0.2735839
hsa-miR-1245b-5p	0.438602
hsa-miR-92a-1-5p	-0.3267721
hsa-miR-1184	-0.03357419
hsa-miR-148b-5p	0.1699731
hsa-miR-4524a-3p	0.681989
hsa-miR-3186-3p	0.380245
hsa-miR-6828-3p	-0.284958
hsa-miR-616-5p	0.3266267
hsa-miR-603	-0.1680784
hsa-miR-4524b-3p	-0.1210974
hsa-miR-8075	0.250025
hsa-miR-6743-5p	-0.22832
hsa-miR-20a-3p	0.304418
hsa-miR-4671-5p	-0.072944
hsa-miR-670-3p	0.596939
hsa-miR-6515-5p	-0.823571
hsa-miR-4743-3p	-0.175213
hsa-miR-671-3p	-0.03197422
hsa-miR-4782-5p	-0.044563
hsa-miR-4676-3p	-0.15576553
hsa-miR-6789-3p	-0.0703482
hsa-miR-6729-3p	-0.2807025
hsa-miR-2115-3p	0.7239003
hsa-miR-5689	-0.0244869
hsa-miR-3713	-0.243826
hsa-miR-4774-5p	0.1866614
hsa-miR-1285-5p	-0.2638529
hsa-miR-378h	-0.49543
hsa-miR-4329	-0.11846636
hsa-miR-4789-3p	0.695144
hsa-miR-708-5p	0.822295
hsa-miR-6131	0.833968
hsa-miR-4766-5p	0.1223425
hsa-miR-4457	-0.2108266
hsa-miR-34a-3p	0.096869
hsa-miR-5186	-0.15800916
hsa-miR-4288	0.3805481
hsa-miR-4330	0.069604
hsa-miR-4738-5p	-0.2394152
hsa-miR-183-5p	0.703776
hsa-miR-3649	-0.417197
hsa-miR-376c-3p	-0.0224798
hsa-miR-632	-0.0396505
hsa-miR-5009-3p	-0.0260709
hsa-miR-5694	-0.528478
hsa-miR-548ak	-0.1403855
hsa-miR-1287-5p	0.313979
hsa-miR-4755-3p	-0.5971465
hsa-miR-4522	-0.665482
hsa-miR-4253	-0.2429
hsa-miR-18a-3p	-0.173086
hsa-miR-4422	-0.0115463
hsa-miR-5587-5p	-0.1862383
hsa-miR-4264	-0.0879851
hsa-miR-548ao-3p	-0.1879255
hsa-miR-4706	-0.465573
hsa-miR-513b-3p	-0.15335174
hsa-miR-5680	0.1873678
hsa-miR-4999-5p	-0.142751
hsa-miR-4733-3p	0.3517645
hsa-miR-4500	0.311264
hsa-miR-507	0.149348
hsa-miR-411-5p	-0.232811
hsa-miR-802	0.3839646
hsa-miR-598-3p	0.6476966
hsa-miR-3153	-0.092721
hsa-miR-599	0.019177
hsa-miR-32-5p	0.4228153
hsa-miR-892b	0.3778513
hsa-miR-302e	0.0801953
hsa-miR-4735-3p	-0.0050218
hsa-miR-376b-3p	0.0844139
hsa-miR-3607-3p	0.16369
hsa-miR-4503	0.41035
hsa-miR-7852-3p	0.1131941
hsa-miR-30d-3p	0.0159868
hsa-miR-1200	0.023276
hsa-miR-4512	-0.017524
hsa-miR-3943	-0.144068
hsa-miR-323b-5p	-0.0749198
hsa-miR-3622b-3p	-0.045345
hsa-miR-6778-3p	0.264173
hsa-miR-7151-5p	-0.1654558
hsa-miR-580-3p	0.0912047
hsa-miR-4780	-0.1911571
hsa-miR-889-5p	-0.3097756
hsa-miR-3064-3p	0.3212201
hsa-miR-6768-3p	-0.08492638
hsa-miR-4764-5p	-0.04411622
hsa-miR-379-3p	-0.06516769
hsa-miR-6817-5p	0.0117748
hsa-miR-376a-3p	0.357806
hsa-miR-6747-3p	-0.544182
hsa-miR-4432	-0.2246661
hsa-miR-4725-3p	0.270314
hsa-miR-619-3p	0.1762343
hsa-miR-6506-5p	0.20438728
hsa-miR-4715-3p	-0.2925795
hsa-miR-1257	0.216306
hsa-miR-6798-5p	-0.0697136
hsa-miR-5589-5p	-0.286751
hsa-miR-4508	-0.705001
