miRNA	value
hsa-miR-5704	-0.74796
hsa-miR-4509	0.474561
hsa-miR-548ba	-0.665779
hsa-miR-1179	-0.137987
hsa-miR-4324	-0.61244845
hsa-miR-654-3p	-0.462268
hsa-miR-4799-3p	-0.866209
hsa-miR-4666a-3p	-0.916997
hsa-miR-362-3p	0.012398
hsa-miR-3160-5p	-0.889237
hsa-miR-6831-3p	0.1734455
hsa-miR-1185-5p	-1.106345
hsa-miR-4719	0.570093
hsa-miR-363-3p	23.04183
hsa-miR-6827-3p	-0.3439
hsa-miR-548aj-3p	-1.3758623
hsa-miR-130b-5p	-0.395702
hsa-miR-548t-5p	-0.860171
hsa-miR-140-5p	0.2261627
hsa-miR-8084	0.050116
hsa-miR-6129	1.462025
hsa-miR-502-5p	-0.043064
hsa-miR-146a-5p	1.300689
hsa-miR-3156-3p	0.2765061
hsa-miR-519c-3p	-1.356017
hsa-miR-6810-3p	-1.085704
hsa-miR-1278	-0.669566
hsa-miR-4704-3p	-1.154712
hsa-miR-95-5p	-0.212959
hsa-miR-4775	-0.140731
hsa-miR-590-5p	6.44162
hsa-miR-4732-5p	3.5853
hsa-miR-548at-5p	-1.813333
hsa-miR-1296-5p	0.141099
hsa-miR-526b-3p	-0.498554
hsa-miR-194-3p	0.042543
hsa-miR-636	1.0357569
hsa-miR-4510	-0.546564
hsa-miR-331-3p	3.49586
hsa-miR-548aj-5p	-0.2189504
hsa-miR-548j-3p	0.213596
hsa-miR-8061	-0.7066022
hsa-miR-654-5p	1.4186
hsa-miR-1264	-1.099556
hsa-miR-6830-3p	-0.157225
hsa-miR-924	2.912686
hsa-miR-6716-5p	4.03988
hsa-miR-5700	0.239288
hsa-miR-4511	0.049747
hsa-miR-4671-3p	0.115733
hsa-miR-624-5p	-0.029592
hsa-miR-8066	-0.626576
hsa-miR-5193	1.199515
hsa-miR-655-5p	-0.758691
hsa-miR-873-5p	-0.096967
hsa-miR-223-5p	1.109552
hsa-miR-29b-3p	1.332106
hsa-miR-548bb-5p	0.647155
hsa-miR-329-3p	-0.030968
hsa-miR-6805-5p	5.33013
hsa-miR-339-3p	3.339888
hsa-miR-126-3p	7.21118
hsa-miR-6835-3p	0.711164
hsa-miR-936	4.49561
hsa-miR-6717-5p	12.39624
hsa-miR-122-3p	-0.12543
hsa-miR-3620-5p	1.672359
hsa-miR-3938	1.13002
hsa-miR-6797-5p	2.892226
hsa-miR-548f-5p	-0.3972547
hsa-miR-302b-5p	2.7984346
hsa-miR-6809-3p	-0.706989
hsa-miR-548f-3p	-0.521565
hsa-miR-373-5p	1.721458
hsa-miR-218-5p	-0.936219
hsa-miR-4730	8.94425
hsa-miR-4539	0.953215
hsa-miR-3977	0.3159172
hsa-miR-374a-5p	2.739465
hsa-miR-4795-3p	-0.4390202
hsa-miR-5192	-0.2477235
hsa-miR-7-2-3p	0.846282
hsa-miR-6071	1.197046
hsa-miR-937-3p	-0.4655944
hsa-miR-3136-3p	-1.045208
hsa-miR-3529-5p	0.615205
hsa-miR-130a-5p	-0.4821044
hsa-miR-3119	-1.532503
hsa-miR-3927-3p	-0.56782494
hsa-miR-491-3p	-0.3659304
hsa-miR-4254	0.027002
hsa-miR-6513-3p	-0.774686
hsa-miR-6503-3p	-1.433069
hsa-miR-6758-5p	0.908889
hsa-miR-492	-1.649441
hsa-miR-8062	-1.077794
hsa-miR-548ap-5p	-1.134275
hsa-miR-628-5p	0.63523679
hsa-miR-517c-3p	-1.207618
hsa-miR-6803-3p	1.414719
hsa-miR-6787-3p	0.401831
hsa-miR-663a	3.506124
hsa-miR-3663-5p	2.642827
hsa-miR-384	-1.06704
hsa-miR-493-5p	-0.147923
hsa-miR-216a-3p	-0.4243976
hsa-miR-3129-3p	-0.0952652
hsa-miR-4703-3p	-0.5659142
hsa-miR-607	-0.762871
hsa-miR-660-5p	11.4761
hsa-miR-1910-5p	-1.056839
hsa-miR-5681a	-0.749038
hsa-miR-3171	-0.3012271
hsa-miR-6728-3p	0.6855476
hsa-miR-449c-5p	0.701666
hsa-miR-6739-5p	0.792021
hsa-miR-577	-0.52126027
hsa-miR-5580-5p	0.23258
hsa-miR-6745	1.812804
hsa-miR-6782-3p	0.3167385
hsa-miR-561-5p	-0.4150966
hsa-miR-17-5p	84.47716
hsa-let-7c-3p	0.100797
hsa-miR-586	-0.033321
hsa-miR-495-5p	0.043647
hsa-miR-524-3p	-0.640741
hsa-miR-34c-5p	-0.4873888
hsa-miR-590-3p	-0.794806
hsa-miR-5697	3.1486272
hsa-miR-4297	0.477026
hsa-miR-6862-3p	1.6019648
hsa-miR-518c-3p	-0.777403
hsa-let-7f-2-3p	-0.419151
hsa-miR-4650-5p	1.535342
hsa-miR-584-5p	0.7714204
hsa-miR-4771	-1.242226
hsa-miR-4320	-0.936209
hsa-miR-4423-5p	-0.774267
hsa-miR-6740-3p	-1.61219
hsa-miR-5696	-1.079851
hsa-miR-449a	-0.224952
hsa-miR-3682-5p	-0.118337
hsa-miR-3912-5p	-0.3505967
hsa-miR-939-3p	-1.068515
hsa-miR-4477a	1.047221
hsa-miR-548ar-5p	0.529993
hsa-miR-4703-5p	-1.238014
hsa-miR-15a-3p	1.573617
hsa-miR-515-5p	-0.312935
hsa-miR-520g-5p	-0.920154
hsa-miR-455-5p	-1.364854
hsa-miR-3921	-0.823533
hsa-miR-5590-5p	-0.7292355
hsa-miR-8079	1.976391
hsa-miR-346	0.425458
hsa-miR-432-3p	0.8801378
hsa-miR-1254	0.7671552
hsa-miR-4740-3p	1.0131829
hsa-miR-542-5p	0.1560752
hsa-miR-3670	-0.738618
hsa-miR-655-3p	-0.4223715
hsa-miR-7109-3p	-0.953093
hsa-miR-6833-3p	-0.5103144
hsa-miR-216b-3p	-0.692166
hsa-miR-553	0.08105977
hsa-miR-6734-3p	-0.8783395
hsa-miR-488-5p	-1.172807
hsa-miR-219a-5p	-0.53957
hsa-miR-1236-3p	0.5176943
hsa-miR-374b-5p	0.457076
hsa-miR-215-5p	2.097542
hsa-miR-647	0.015358
hsa-miR-6769a-3p	-1.360166
hsa-miR-758-3p	0.3771421
hsa-miR-4732-3p	2.300581
hsa-miR-5009-5p	-0.583658
hsa-miR-372-5p	-0.418164
hsa-miR-4640-5p	1.754424
hsa-miR-769-5p	0.1495714
hsa-miR-326	-1.0451552
hsa-miR-6508-3p	-1.328296
hsa-miR-541-5p	-0.7052557
hsa-miR-377-5p	0.6069647
hsa-miR-4667-3p	0.796263
hsa-miR-4662a-5p	-1.076853
hsa-let-7d-5p	16.4543
hsa-miR-146a-3p	-0.917315
hsa-miR-6755-3p	0.179197
hsa-miR-548j-5p	-0.329627
hsa-miR-6822-3p	2.016485
hsa-miR-517a-3p	0.541921
hsa-miR-34b-3p	0.065951
hsa-miR-744-3p	0.1466914
hsa-miR-3681-3p	-0.389619
hsa-let-7e-5p	-0.435373
hsa-miR-1279	-0.024506
hsa-miR-5579-5p	0.965024
hsa-miR-19b-2-5p	0.137959
hsa-miR-6856-3p	-0.443076
hsa-miR-570-3p	0.843896
hsa-miR-548an	-0.807002
hsa-miR-550a-3-5p	1.93515
hsa-miR-519e-5p	0.013281
hsa-miR-6845-3p	-0.696678
hsa-miR-425-5p	31.47858
hsa-miR-518b	-0.536949
hsa-miR-4641	-0.595196
hsa-miR-302a-5p	-0.096256
hsa-miR-548as-3p	-0.6310294
hsa-let-7c-5p	14.1123
hsa-miR-1305	6.08599
hsa-miR-6830-5p	1.131045
hsa-miR-1204	1.367722
hsa-miR-3657	-0.9154602
hsa-miR-640	0.349581
hsa-miR-3976	2.305701
hsa-miR-499a-5p	0.19755
hsa-miR-7976	-1.369063
hsa-miR-1250-5p	-0.117255
hsa-miR-518f-3p	-1.696592
hsa-miR-1255b-2-3p	-0.224236
hsa-miR-516a-5p	2.195969
hsa-miR-4680-3p	-0.1840611
hsa-miR-1207-3p	-0.593984
hsa-miR-1538	1.052573
hsa-miR-214-5p	-0.941758
hsa-miR-302f	-0.090637
hsa-miR-4275	-0.307946
hsa-miR-627-3p	-0.6223489
hsa-miR-3117-5p	-0.214967
hsa-miR-1206	0.087927
hsa-miR-155-3p	-1.062092
hsa-miR-6761-3p	0.387344
hsa-miR-598-5p	0.3799469
hsa-miR-4789-5p	-1.02949
hsa-miR-4714-3p	-1.029943
hsa-miR-543	0.2486301
hsa-miR-3189-3p	-0.2547742
hsa-miR-545-5p	-0.2437817
hsa-miR-3118	-0.761616
hsa-miR-487a-5p	-1.691422
hsa-miR-5194	4.64223
hsa-miR-5708	-0.784797
hsa-miR-3925-3p	-0.0898799
hsa-miR-3065-3p	-0.077055
hsa-miR-4686	-1.254292
hsa-miR-548al	-2.004685
hsa-miR-6130	4.99591
hsa-miR-148b-3p	0.216295
hsa-miR-4536-3p	0.91486
hsa-miR-4452	-1.234933
hsa-miR-637	-0.0351842
hsa-miR-148a-3p	2.31278
hsa-miR-550a-3p	0.85632
hsa-miR-942-5p	-1.0300428
hsa-miR-4729	-0.6825
hsa-miR-6871-5p	-1.053326
hsa-miR-4679	-0.4583737
hsa-miR-4444	-0.165006
hsa-miR-3683	0.5135249
hsa-miR-642a-5p	0.1240276
hsa-miR-374a-3p	-0.182511
hsa-miR-3973	-0.669442
hsa-miR-27b-3p	1.352126
hsa-miR-450a-2-3p	-0.7205614
hsa-miR-876-3p	2.613903
hsa-miR-4301	-0.904012
hsa-miR-548ap-3p	-0.967986
hsa-miR-548ag	-1.281655
hsa-miR-3591-3p	0.168439
hsa-miR-3942-3p	-0.44466
hsa-miR-548d-3p	1.164211
hsa-miR-501-5p	0.785358
hsa-miR-212-3p	-0.353834
hsa-miR-6883-3p	-0.15349
hsa-miR-4653-3p	1.2515747
hsa-miR-342-5p	-0.094492
hsa-miR-342-3p	1.885282
hsa-miR-618	-0.0571379
hsa-miR-99a-5p	-2.014857
hsa-miR-4736	0.212322
hsa-miR-4765	-0.51404
hsa-miR-7162-5p	-1.538778
hsa-miR-221-5p	1.217567
hsa-miR-653-5p	-0.015108
hsa-miR-3691-3p	-1.242005
hsa-miR-548h-3p	-1.532042
hsa-miR-6825-5p	-0.348584
hsa-miR-4316	1.317418
hsa-miR-182-3p	1.567782
hsa-miR-583	0.3588254
hsa-miR-6748-3p	-0.889259
hsa-miR-6499-3p	0.096555
hsa-miR-566	1.0207223
hsa-miR-1252-5p	1.097792
hsa-miR-4712-3p	-0.157322
hsa-miR-203b-5p	-0.810707
hsa-miR-5002-3p	-0.31326
hsa-miR-4478	3.57434
hsa-miR-4709-5p	-1.944857
hsa-miR-3917	4.86631
hsa-miR-6788-5p	-0.154136
hsa-miR-487b-5p	-0.0691
hsa-miR-6503-5p	-0.407094
hsa-miR-3622a-3p	0.353361
hsa-miR-329-5p	-0.207622
hsa-miR-887-5p	-0.821381
hsa-miR-1245b-3p	-0.462639
hsa-miR-224-5p	0.2317121
hsa-miR-6799-3p	0.161623
hsa-miR-212-5p	-0.526746
hsa-miR-1197	-0.748173
hsa-miR-451b	5.16776
hsa-miR-19a-5p	0.2028624
hsa-miR-516b-5p	-1.069855
hsa-miR-562	-1.1351468
hsa-miR-3942-5p	-0.162002
hsa-miR-4777-5p	0.034909
hsa-miR-497-5p	0.210733
hsa-miR-7973	0.2692716
hsa-miR-1324	-0.149309
hsa-miR-3975	-1.285406
hsa-miR-512-5p	-1.669433
hsa-miR-5007-3p	-0.6472686
hsa-miR-944	-1.149774
hsa-miR-4520-5p	-0.870302
hsa-miR-4693-3p	-0.082065
hsa-miR-8076	-0.446525
hsa-miR-518c-5p	0.900552
hsa-miR-136-3p	-1.233795
hsa-miR-4790-5p	-1.507229
hsa-miR-3667-3p	-0.3160682
hsa-miR-4464	-1.533736
hsa-miR-100-3p	-0.1018217
hsa-miR-6790-3p	-0.2582378
hsa-miR-6792-5p	-0.452062
hsa-miR-154-3p	-1.075489
hsa-miR-4311	0.5559306
hsa-miR-377-3p	-0.535137
hsa-miR-4662a-3p	2.080748
hsa-miR-500b-5p	2.12397
hsa-miR-4536-5p	-0.922595
hsa-miR-7849-3p	-1.326057
hsa-miR-4308	-0.581838
hsa-miR-1911-5p	1.360146
hsa-miR-1260b	0.32318
hsa-miR-4480	1.294783
hsa-miR-151b	8.92917
hsa-miR-4328	-0.61077
hsa-miR-548v	-0.43841
hsa-miR-6719-3p	-0.7289041
hsa-miR-629-3p	2.117377
hsa-miR-548au-5p	-0.0606401
hsa-miR-101-5p	-1.4242738
hsa-miR-665	0.643606
hsa-miR-6881-3p	-1.0984077
hsa-miR-1247-3p	0.542773
hsa-miR-3619-3p	-0.3723813
hsa-miR-4448	-1.582119
hsa-miR-1244	0.218224
hsa-miR-489-5p	-0.5340803
hsa-miR-30e-5p	7.22642
hsa-miR-192-5p	10.9316
hsa-miR-4257	1.148243
hsa-miR-6505-3p	-0.218748
hsa-miR-513b-5p	-0.8375033
hsa-miR-651-5p	-0.4588925
hsa-miR-4495	-0.806712
hsa-miR-4687-5p	0.345844
hsa-miR-1243	-1.399377
hsa-miR-4712-5p	-0.707951
hsa-miR-539-3p	-0.943434
hsa-miR-518e-3p	-0.551783
hsa-miR-4693-5p	-0.392435
hsa-miR-367-3p	-1.655059
hsa-miR-6742-3p	-0.678773
hsa-miR-548aa	-0.762391
hsa-miR-635	0.0149022
hsa-miR-153-5p	-1.310375
hsa-miR-4759	-0.0170029
hsa-miR-1178-3p	-1.0006723
hsa-miR-4458	-0.800496
hsa-miR-300	-0.0807023
hsa-miR-3928-5p	-0.920709
hsa-miR-3674	-1.028669
hsa-miR-31-3p	-1.355683
hsa-miR-21-3p	0.649788
hsa-miR-5011-3p	0.602278
hsa-miR-410-5p	-1.784182
hsa-miR-2116-5p	0.304968
hsa-miR-4740-5p	2.594482
hsa-miR-548at-3p	-0.931595
hsa-miR-448	-0.4935598
hsa-miR-128-3p	1.118223
hsa-miR-633	1.6579444
hsa-miR-103a-2-5p	-0.9997511
hsa-miR-3136-5p	-0.745099
hsa-miR-4696	-0.802626
hsa-miR-6134	-1.348855
hsa-miR-891a-3p	-1.137377
hsa-miR-5190	1.738264
hsa-miR-3688-5p	-1.000263
hsa-miR-6773-3p	-0.823499
hsa-miR-5002-5p	-0.192652
hsa-miR-4798-5p	0.157715
hsa-miR-485-5p	-0.8522642
hsa-miR-5001-3p	-1.335908
hsa-miR-593-3p	-0.9100466
hsa-miR-4652-5p	-0.532132
hsa-miR-767-5p	-0.00653539
hsa-miR-10b-3p	-0.1286733
hsa-miR-4666a-5p	-0.4106569
hsa-miR-6514-3p	2.266386
hsa-miR-4680-5p	0.963918
hsa-miR-3675-5p	-0.612142
hsa-miR-1288-5p	-0.1818
hsa-miR-5591-3p	-1.44708
hsa-let-7i-3p	-0.338526
hsa-miR-185-5p	82.9602
hsa-miR-4769-5p	0.012654
hsa-miR-103b	-0.045955
hsa-miR-4755-5p	0.075250258
hsa-miR-3913-5p	0.6223085
hsa-miR-4475	-1.179776
hsa-miR-433-5p	2.023361
hsa-miR-6849-3p	0.703442
hsa-miR-668-3p	0.23788629
hsa-miR-3684	-0.225085
hsa-miR-499b-5p	-1.609386
hsa-miR-4713-5p	-0.819347
hsa-miR-548e-3p	0.6985887
hsa-miR-548av-5p	-1.33508
hsa-miR-7155-5p	-0.815059
hsa-miR-4477b	-0.141523
hsa-miR-4766-3p	-1.611668
hsa-miR-5011-5p	-1.082413
hsa-miR-7159-5p	-0.5402971
hsa-miR-4724-3p	-0.3164549
hsa-miR-581	-1.0862445
hsa-miR-6736-5p	-0.545261
hsa-miR-1265	-1.215067
hsa-miR-3128	0.4444483
hsa-miR-145-5p	-0.60392
hsa-miR-8067	1.352367
hsa-miR-203a-5p	0.420853
hsa-miR-302d-3p	-1.652577
hsa-miR-147a	-0.8912216
hsa-miR-4471	-0.36023
hsa-miR-4708-5p	-1.115955
hsa-miR-374c-5p	-1.980694
hsa-miR-4450	-0.436502
hsa-miR-143-5p	0.712038
hsa-miR-454-3p	-0.50379
hsa-miR-4540	-1.878783
hsa-miR-5683	-0.386362
hsa-miR-4664-5p	-0.813476
hsa-miR-8065	-0.2091399
hsa-miR-6783-3p	-1.33834
hsa-miR-4465	2.715856
hsa-miR-4720-3p	-0.442888
hsa-miR-5692c	0.661367
hsa-miR-1270	-1.377541
hsa-miR-6733-3p	0.699865
hsa-miR-548k	-1.31096
hsa-miR-3672	0.016775
hsa-miR-4524a-5p	0.038879
hsa-miR-4670-5p	-0.484282
hsa-miR-6804-3p	-1.351196
hsa-miR-561-3p	2.79052
hsa-miR-4681	-0.023743
hsa-miR-1296-3p	-1.160824
hsa-miR-3668	-1.605047
hsa-miR-505-5p	-0.846827
hsa-miR-578	-0.191834
hsa-miR-585-3p	-1.191754
hsa-miR-760	1.234501
hsa-miR-2909	-1.575699
hsa-miR-624-3p	-0.223188
hsa-miR-203a-3p	-0.612318
hsa-miR-7106-3p	0.841305
hsa-miR-6852-3p	-0.603605
hsa-miR-552-5p	-1.629684
hsa-miR-5582-5p	-0.633182
hsa-miR-6767-3p	-1.004122
hsa-miR-6738-3p	-2.00839
hsa-miR-548av-3p	-1.092576
hsa-miR-6721-5p	-0.597367
hsa-miR-3137	1.810624
hsa-miR-513c-3p	0.474249
hsa-miR-6846-5p	-0.06362804
hsa-miR-5008-5p	0.74427
hsa-miR-7159-3p	-0.5993089
hsa-miR-4705	-0.6007932
hsa-miR-653-3p	-0.968806
hsa-miR-30a-3p	-1.474124
hsa-miR-2467-5p	-1.415089
hsa-miR-6827-5p	0.06974
hsa-miR-23b-3p	-0.233146
hsa-miR-1262	-0.214249
hsa-miR-4299	6.76012
hsa-miR-605-3p	-0.0779143
hsa-miR-3908	0.2851838
hsa-miR-514a-3p	-2.13045
hsa-miR-548u	-1.24332
hsa-miR-548az-3p	-0.534202
hsa-miR-3140-3p	-1.099344
hsa-miR-1245a	0.150113
hsa-miR-1289	-1.548512
hsa-miR-450a-1-3p	-0.75540972
hsa-miR-711	2.095725
hsa-miR-1-3p	-0.11920979
hsa-miR-7152-5p	0.293655
hsa-miR-409-5p	-0.821951
hsa-miR-651-3p	-0.4111941
hsa-miR-5588-5p	-0.419213
hsa-miR-4756-5p	1.05191
hsa-miR-4786-3p	-0.517142
hsa-miR-548ar-3p	-1.439921
hsa-miR-4326	-1.579598
hsa-miR-23b-5p	-0.209231
hsa-miR-6511a-5p	0.08445901
hsa-miR-1915-5p	0.9769053
hsa-miR-3129-5p	-1.124989
hsa-miR-6868-3p	-1.439592
hsa-miR-4748	1.057569
hsa-miR-548ao-5p	-0.397054
hsa-miR-146b-5p	-0.992926
hsa-miR-5590-3p	-0.021824
hsa-miR-140-3p	29.80593
hsa-miR-8068	-0.54698
hsa-miR-4632-3p	-1.197471
hsa-miR-6872-5p	0.390103
hsa-miR-2052	-0.5536978
hsa-miR-4668-5p	-1.011452
hsa-miR-548ah-5p	0.083577
hsa-miR-224-3p	1.505512
hsa-miR-657	0.0118631
hsa-miR-4287	-0.14402
hsa-miR-1321	0.2010572
hsa-miR-33a-5p	-0.763111
hsa-miR-100-5p	-0.894685
hsa-miR-6820-3p	1.670501
hsa-miR-6843-3p	-1.077857
hsa-miR-6505-5p	0.905092
hsa-miR-6726-3p	-0.985918
hsa-miR-3529-3p	-0.56813
hsa-miR-1273a	-1.213164
hsa-miR-6502-5p	-0.65606838
hsa-miR-3133	-0.109674
hsa-miR-7154-3p	-0.0275517
hsa-miR-3140-5p	-0.2911327
hsa-miR-487b-3p	-1.711686
hsa-miR-105-3p	-0.398891
hsa-miR-580-5p	-0.18901
hsa-miR-9-5p	-0.693868
hsa-miR-497-3p	-0.444707
hsa-miR-504-5p	-0.3787692
hsa-miR-7851-3p	0.590901
hsa-miR-205-3p	2.47943
hsa-miR-548a-3p	-0.5244631
hsa-miR-95-3p	-0.885861
hsa-miR-421	0.763906
hsa-miR-6776-5p	-0.373708
hsa-miR-4467	-0.157455
hsa-miR-4795-5p	-0.58571
hsa-miR-6888-3p	-1.663794
hsa-miR-363-5p	-1.008437
hsa-miR-892c-3p	0.292431
hsa-miR-626	0.0333389
hsa-miR-6736-3p	0.5849744
hsa-miR-574-3p	2.34125
hsa-miR-301a-3p	3.677795
hsa-miR-5094	-1.547726
hsa-miR-323a-3p	0.631919
hsa-miR-889-3p	-1.354816
hsa-miR-548w	-0.938565
hsa-miR-215-3p	0.2795185
hsa-miR-6748-5p	1.34647
hsa-miR-1537-3p	-0.382768
hsa-miR-548s	-0.18682
hsa-miR-410-3p	-1.05091
hsa-miR-101-3p	38.755
hsa-miR-192-3p	-0.8786201
hsa-miR-500a-3p	1.211756
hsa-miR-381-3p	-1.49996
hsa-miR-516a-3p	-0.025119
hsa-miR-4727-3p	0.6259512
hsa-miR-367-5p	-0.096651
hsa-miR-5000-3p	-0.139734
hsa-miR-4659b-5p	-0.750739
hsa-miR-33b-5p	0.7576244
hsa-miR-4309	-0.97046
hsa-miR-125b-5p	-1.49412
hsa-miR-4272	-0.924875
hsa-miR-4704-5p	0.286365
hsa-miR-5096	2.176233
hsa-miR-625-5p	1.083143
hsa-miR-6758-3p	-0.102009
hsa-miR-6880-5p	1.790212
hsa-miR-6838-5p	-0.686342
hsa-miR-3974	-1.896088
hsa-miR-429	-0.700395
hsa-miR-4649-5p	-1.879142
hsa-miR-549a	-0.967471
hsa-miR-3182	-1.155583
hsa-miR-4518	-1.3334853
hsa-miR-556-5p	-0.204993
hsa-miR-409-3p	-0.211058
hsa-miR-4762-5p	-0.915544
hsa-miR-1302	0.214538
hsa-miR-6895-3p	-0.890249
hsa-miR-4742-5p	-0.860987
hsa-miR-6836-3p	-0.70297
hsa-miR-6832-5p	-0.49617194
hsa-miR-4796-3p	-1.372625
hsa-miR-195-5p	1.804297
hsa-miR-5687	-0.9118908
hsa-miR-4485-5p	0.637996
hsa-miR-4743-5p	1.70842
hsa-miR-5692b	-1.660759
hsa-miR-5197-5p	-0.060745
hsa-miR-6754-3p	-0.787564
hsa-miR-139-3p	0.730472
hsa-miR-6866-5p	-0.784817
hsa-miR-5699-3p	-0.57315403
hsa-miR-4800-3p	-0.3723301
hsa-miR-6072	-0.1295052
hsa-miR-641	-1.6145
hsa-miR-3186-5p	-0.49226
hsa-miR-592	0.415744
hsa-miR-494-3p	11.40658
hsa-miR-3145-3p	0.14214
hsa-miR-3179	0.095374
hsa-miR-340-5p	-0.3289651
hsa-miR-4777-3p	-0.413674
hsa-miR-5591-5p	0.6637021
hsa-miR-3192-3p	0.781698
hsa-miR-6818-3p	-0.52185
hsa-miR-885-3p	1.0533901
hsa-miR-5586-5p	1.90682
hsa-miR-6874-3p	-1.628554
hsa-miR-155-5p	-0.12068
hsa-miR-612	-1.456309
hsa-miR-28-5p	-0.0519839
hsa-miR-3688-3p	-0.19189123
hsa-miR-6854-3p	-0.982598
hsa-miR-542-3p	-0.272801
hsa-miR-6854-5p	-1.232195
hsa-miR-5685	2.109157
hsa-miR-24-1-5p	-0.1393772
hsa-miR-5582-3p	-1.305584
hsa-miR-1911-3p	0.5252504
hsa-miR-4269	-0.606005
hsa-miR-3150a-5p	-0.6644
hsa-miR-181a-2-3p	-0.662467
hsa-miR-6512-3p	-0.5922628
hsa-miR-4778-3p	-1.438469
hsa-miR-4662b	-1.263085
hsa-miR-4738-3p	1.447313
hsa-miR-3678-5p	-1.25581
hsa-miR-548i	-0.234115
hsa-miR-5089-5p	-0.399757
hsa-miR-4305	-0.33603626
hsa-miR-579-3p	-0.5648542
hsa-miR-552-3p	-0.356307
hsa-miR-506-5p	-0.823325
hsa-miR-4659b-3p	-1.662164
hsa-miR-3120-5p	-0.89175
hsa-miR-222-3p	0.345501
hsa-miR-152-5p	-0.371889
hsa-miR-658	3.0090573
hsa-miR-504-3p	-1.141337
hsa-miR-3660	-0.901725
hsa-miR-1292-3p	-1.429147
hsa-miR-6859-3p	-1.683246
hsa-miR-337-5p	-0.195798
hsa-miR-3167	-0.3576359
hsa-miR-874-3p	2.506663
hsa-miR-18b-5p	2.36331
hsa-miR-512-3p	-0.928875
hsa-miR-181a-5p	1.343088
hsa-miR-4525	-1.865483
hsa-miR-1245b-5p	-1.205726
hsa-miR-92a-1-5p	-0.812753
hsa-miR-1184	-0.860412
hsa-miR-148b-5p	-0.451059
hsa-miR-4524a-3p	-1.238897
hsa-miR-3186-3p	0.7048285
hsa-miR-6828-3p	-0.848551
hsa-miR-616-5p	-0.8717904
hsa-miR-603	-1.344088
hsa-miR-4524b-3p	-0.645886
hsa-miR-8075	0.414311
hsa-miR-6743-5p	0.702353
hsa-miR-20a-3p	-0.881753
hsa-miR-4671-5p	0.598078
hsa-miR-670-3p	-0.187282
hsa-miR-6515-5p	-1.879703
hsa-miR-4743-3p	-1.146202
hsa-miR-671-3p	0.004872
hsa-miR-4782-5p	-1.494365
hsa-miR-4676-3p	-0.64592283
hsa-miR-6789-3p	-0.891433
hsa-miR-6729-3p	-1.111921
hsa-miR-2115-3p	-0.7705582
hsa-miR-5689	0.7318431
hsa-miR-3713	0.511496
hsa-miR-4774-5p	-0.641891
hsa-miR-1285-5p	0.945987
hsa-miR-378h	-1.371695
hsa-miR-4329	0.222591
hsa-miR-4789-3p	-1.361575
hsa-miR-708-5p	1.50683966
hsa-miR-6131	9.92533
hsa-miR-4766-5p	-0.2372959
hsa-miR-4457	-0.572241
hsa-miR-34a-3p	-1.166589
hsa-miR-5186	-1.265543
hsa-miR-4288	-0.398022
hsa-miR-4330	-1.666281
hsa-miR-4738-5p	0.104255
hsa-miR-183-5p	2.329341
hsa-miR-3649	0.52388818
hsa-miR-376c-3p	-0.771566
hsa-miR-632	-1.2015731
hsa-miR-5009-3p	-2.09113
hsa-miR-5694	-1.605041
hsa-miR-548ak	0.070976
hsa-miR-1287-5p	-1.457224
hsa-miR-4755-3p	0.386906
hsa-miR-4522	-0.7409054
hsa-miR-4253	2.230191
hsa-miR-18a-3p	-0.592497
hsa-miR-4422	-1.173592
hsa-miR-5587-5p	-0.171709
hsa-miR-4264	-1.539126
hsa-miR-548ao-3p	1.067641
hsa-miR-4706	-0.68757
hsa-miR-513b-3p	-1.194379
hsa-miR-5680	-0.07199
hsa-miR-4999-5p	-0.311251
hsa-miR-4733-3p	-1.333847
hsa-miR-4500	-0.736466
hsa-miR-507	-1.064929
hsa-miR-411-5p	-0.0617758
hsa-miR-802	-1.385603
hsa-miR-598-3p	-0.312602
hsa-miR-3153	-0.359513
hsa-miR-599	-1.3827
hsa-miR-32-5p	0.9798698
hsa-miR-892b	0.2552312
hsa-miR-302e	0.4583093
hsa-miR-4735-3p	0.13171
hsa-miR-376b-3p	-1.739318
hsa-miR-3607-3p	-1.535624
hsa-miR-4503	-0.58634
hsa-miR-7852-3p	-0.724728
hsa-miR-30d-3p	-0.808015
hsa-miR-1200	-1.986914
hsa-miR-4512	1.81829
hsa-miR-3943	-0.839397
hsa-miR-323b-5p	-0.226253
hsa-miR-3622b-3p	-0.491556
hsa-miR-6778-3p	1.7591596
hsa-miR-7151-5p	-0.548428
hsa-miR-580-3p	-0.031492
hsa-miR-4780	1.080931
hsa-miR-889-5p	-0.556508
hsa-miR-3064-3p	-0.837338
hsa-miR-6768-3p	-0.887834
hsa-miR-4764-5p	-0.950556
hsa-miR-379-3p	0.3063087
hsa-miR-6817-5p	3.64211
hsa-miR-376a-3p	-0.9116097
hsa-miR-6747-3p	-1.12584
hsa-miR-4432	-0.118308
hsa-miR-4725-3p	2.403384
hsa-miR-619-3p	-1.006209
hsa-miR-6506-5p	-1.781301
hsa-miR-4715-3p	-1.370814
hsa-miR-1257	-1.716798
hsa-miR-6798-5p	1.4472146
hsa-miR-5589-5p	-0.965167
hsa-miR-4508	1.247584
hsa-miR-569	-1.1380916
hsa-miR-6744-3p	-1.088603
hsa-miR-551a	-1.2272077
